student_id,year,policy,demographic,overall_satisfaction,academic_satisfaction,social_satisfaction,diversity_satisfaction,career_prep_satisfaction
276,2024,Merit-Based Admissions,Hispanic,4,5,5,4,2
277,2024,Merit-Based Admissions,Asian,2,1,3,2,4
278,2024,Merit-Based Admissions,White,5,5,5,4,5
279,2024,Merit-Based Admissions,White,4,5,5,5,3
280,2024,Merit-Based Admissions,Asian,5,5,4,3,3
281,2024,Merit-Based Admissions,White,4,5,3,4,5
282,2024,Merit-Based Admissions,White,3,2,5,3,2
283,2024,Merit-Based Admissions,White,5,4,5,5,5
284,2024,Merit-Based Admissions,Hispanic,3,5,2,3,1
285,2024,Merit-Based Admissions,Asian,4,1,5,2,5
286,2024,Merit-Based Admissions,White,5,5,5,2,5
287,2024,Merit-Based Admissions,Asian,5,5,5,3,4
288,2024,Merit-Based Admissions,Asian,3,2,4,3,3
289,2024,Merit-Based Admissions,Asian,4,5,5,2,3
290,2024,Merit-Based Admissions,White,4,2,3,4,5
291,2024,Merit-Based Admissions,Hispanic,4,5,5,2,1
292,2024,Merit-Based Admissions,White,5,2,5,5,5
293,2024,Merit-Based Admissions,Asian,5,5,3,3,5
294,2024,Merit-Based Admissions,Hispanic,4,5,2,3,4
295,2024,Merit-Based Admissions,Other,3,4,5,3,1
296,2024,Merit-Based Admissions,White,5,5,5,4,5
297,2024,Merit-Based Admissions,Asian,2,4,1,3,1
298,2024,Merit-Based Admissions,White,5,5,5,4,3
299,2024,Merit-Based Admissions,Asian,4,4,5,4,2
300,2024,Merit-Based Admissions,Asian,4,4,4,2,5
301,2024,Merit-Based Admissions,Asian,2,4,5,2,1
302,2024,Merit-Based Admissions,White,3,3,4,1,2
303,2024,Merit-Based Admissions,White,4,5,4,4,3
304,2024,Merit-Based Admissions,White,3,2,3,3,5
305,2024,Merit-Based Admissions,White,3,4,1,1,5
306,2024,Merit-Based Admissions,White,5,5,3,4,4
307,2024,Merit-Based Admissions,White,5,5,4,2,5
308,2024,Merit-Based Admissions,White,4,3,5,4,4
309,2024,Merit-Based Admissions,Asian,4,4,4,2,5
310,2024,Merit-Based Admissions,White,5,5,3,2,5
311,2024,Merit-Based Admissions,Asian,4,4,5,2,5
312,2024,Merit-Based Admissions,White,4,5,2,2,5
313,2024,Merit-Based Admissions,Asian,4,5,2,4,4
314,2024,Merit-Based Admissions,Hispanic,3,2,4,4,1
315,2024,Merit-Based Admissions,Hispanic,5,5,5,3,5
316,2024,Merit-Based Admissions,Asian,3,4,3,4,3
317,2024,Merit-Based Admissions,Hispanic,4,5,5,3,2
318,2024,Merit-Based Admissions,Hispanic,4,4,3,3,3
319,2024,Merit-Based Admissions,Other,2,1,4,1,2
320,2024,Merit-Based Admissions,White,2,2,3,3,1
321,2024,Merit-Based Admissions,White,3,2,5,3,1
322,2024,Merit-Based Admissions,Asian,5,5,5,2,5
323,2024,Merit-Based Admissions,Asian,4,5,5,4,2
324,2024,Merit-Based Admissions,White,4,5,5,2,1
325,2024,Merit-Based Admissions,Asian,3,4,4,2,3
326,2024,Merit-Based Admissions,White,5,4,5,4,4
327,2024,Merit-Based Admissions,White,3,4,5,1,2
328,2024,Merit-Based Admissions,Hispanic,4,5,5,4,1
329,2024,Merit-Based Admissions,White,4,3,5,4,2
330,2024,Merit-Based Admissions,White,4,4,4,2,5
331,2024,Merit-Based Admissions,White,4,5,4,4,2
332,2024,Merit-Based Admissions,White,4,5,5,2,5
333,2024,Merit-Based Admissions,Black,4,4,5,3,2
334,2024,Merit-Based Admissions,White,3,5,3,3,3
335,2024,Merit-Based Admissions,White,3,4,4,2,1
336,2024,Merit-Based Admissions,Hispanic,3,5,5,4,1
337,2024,Merit-Based Admissions,White,5,5,5,3,4
338,2024,Merit-Based Admissions,Asian,5,5,5,3,5
339,2024,Merit-Based Admissions,Hispanic,3,4,3,3,3
340,2024,Merit-Based Admissions,Hispanic,4,3,5,4,5
341,2024,Merit-Based Admissions,White,3,5,2,2,3
342,2024,Merit-Based Admissions,Asian,3,5,4,1,2
343,2024,Merit-Based Admissions,White,5,5,4,2,5
344,2024,Merit-Based Admissions,Asian,3,4,3,3,3
345,2024,Merit-Based Admissions,Asian,5,3,5,3,5
346,2024,Merit-Based Admissions,White,3,3,3,1,4
347,2024,Merit-Based Admissions,Asian,3,4,3,3,3
348,2024,Merit-Based Admissions,Hispanic,4,5,4,4,4
349,2024,Merit-Based Admissions,Asian,4,5,2,3,5
350,2024,Merit-Based Admissions,Asian,3,5,3,1,1
351,2024,Merit-Based Admissions,White,4,1,4,4,5
352,2024,Merit-Based Admissions,White,4,5,3,2,5
353,2024,Merit-Based Admissions,Hispanic,4,3,4,4,4
354,2024,Merit-Based Admissions,Asian,4,2,5,4,5
355,2024,Merit-Based Admissions,White,4,4,4,3,5
356,2024,Merit-Based Admissions,White,3,2,5,3,1
357,2024,Merit-Based Admissions,Asian,4,2,5,4,4
358,2024,Merit-Based Admissions,Hispanic,3,1,1,3,5
359,2024,Merit-Based Admissions,Asian,3,2,4,4,4
360,2024,Merit-Based Admissions,Asian,4,4,5,3,3
361,2024,Merit-Based Admissions,White,3,4,4,1,3
362,2024,Merit-Based Admissions,Asian,4,5,2,4,5
363,2024,Merit-Based Admissions,Other,3,5,4,1,2
364,2024,Merit-Based Admissions,Hispanic,4,5,5,4,4
365,2024,Merit-Based Admissions,Asian,4,5,5,1,4
366,2024,Merit-Based Admissions,Asian,4,5,4,3,2
367,2024,Merit-Based Admissions,Asian,2,2,4,3,2
368,2024,Merit-Based Admissions,White,3,1,4,2,5
369,2024,Merit-Based Admissions,Hispanic,2,3,4,2,1
370,2024,Merit-Based Admissions,White,4,4,4,2,5
371,2024,Merit-Based Admissions,White,3,4,3,2,4
372,2024,Merit-Based Admissions,White,4,5,4,4,4
373,2024,Merit-Based Admissions,White,3,5,1,2,4
374,2024,Merit-Based Admissions,White,3,4,2,2,4
375,2024,Merit-Based Admissions,Hispanic,3,1,1,3,5
376,2024,Merit-Based Admissions,Asian,3,2,5,4,2
377,2024,Merit-Based Admissions,Asian,4,2,5,5,2
378,2024,Merit-Based Admissions,Black,5,2,5,2,5
379,2024,Merit-Based Admissions,Asian,3,2,4,2,3
380,2024,Merit-Based Admissions,White,3,3,5,2,1
381,2024,Merit-Based Admissions,White,4,4,5,2,4
382,2024,Merit-Based Admissions,White,4,4,4,3,5
383,2024,Merit-Based Admissions,White,3,3,3,2,5
384,2024,Merit-Based Admissions,Asian,4,4,4,4,5
385,2024,Merit-Based Admissions,Asian,2,2,4,4,1
386,2024,Merit-Based Admissions,Asian,2,1,5,4,1
387,2024,Merit-Based Admissions,White,4,4,5,4,2
388,2024,Merit-Based Admissions,White,3,1,5,2,2
389,2024,Merit-Based Admissions,Asian,3,2,5,2,2
390,2024,Merit-Based Admissions,White,2,5,2,2,1
391,2024,Merit-Based Admissions,Asian,2,2,3,2,2
392,2024,Merit-Based Admissions,White,3,2,4,3,4
393,2024,Merit-Based Admissions,Asian,4,5,3,4,5
394,2024,Merit-Based Admissions,Hispanic,3,3,3,2,3
395,2024,Merit-Based Admissions,White,2,1,4,4,3
396,2024,Merit-Based Admissions,White,3,2,2,2,5
397,2024,Merit-Based Admissions,White,2,1,4,3,1
398,2024,Merit-Based Admissions,White,4,2,5,4,4
399,2024,Merit-Based Admissions,Hispanic,2,1,2,2,1
400,2024,Merit-Based Admissions,Asian,3,4,3,3,3
401,2024,Merit-Based Admissions,Asian,3,1,3,4,4
402,2024,Merit-Based Admissions,White,4,5,5,3,2
403,2024,Merit-Based Admissions,Hispanic,4,1,5,3,5
404,2024,Merit-Based Admissions,Asian,5,5,3,3,4
405,2024,Merit-Based Admissions,White,5,5,5,3,5
406,2024,Merit-Based Admissions,White,3,2,4,1,4
407,2024,Merit-Based Admissions,Asian,4,2,3,4,5
408,2024,Merit-Based Admissions,Asian,5,5,4,3,5
409,2024,Merit-Based Admissions,White,4,4,5,3,3
410,2024,Merit-Based Admissions,Asian,3,1,3,2,4
411,2024,Merit-Based Admissions,White,4,5,3,3,4
412,2024,Merit-Based Admissions,White,3,2,3,3,3
413,2024,Merit-Based Admissions,White,2,2,3,4,1
414,2024,Merit-Based Admissions,Asian,5,5,4,4,5
415,2024,Merit-Based Admissions,Asian,4,5,3,3,5
416,2024,Merit-Based Admissions,Asian,3,4,4,3,2
417,2024,Merit-Based Admissions,White,4,4,3,3,4
418,2024,Merit-Based Admissions,Asian,3,4,5,2,1
419,2024,Merit-Based Admissions,Asian,3,5,3,3,2
420,2024,Merit-Based Admissions,White,4,5,4,2,5
421,2024,Merit-Based Admissions,White,3,4,1,2,4
422,2024,Merit-Based Admissions,White,3,4,3,3,1
423,2024,Merit-Based Admissions,White,5,5,5,5,5
424,2024,Merit-Based Admissions,Hispanic,4,2,5,3,5
425,2024,Merit-Based Admissions,Asian,3,4,2,2,3
426,2024,Merit-Based Admissions,Asian,4,2,4,4,5
427,2024,Merit-Based Admissions,White,3,4,3,3,3
428,2024,Merit-Based Admissions,Asian,5,5,4,2,4
429,2024,Merit-Based Admissions,Asian,4,5,3,3,5
430,2024,Merit-Based Admissions,Asian,4,5,5,1,5
431,2024,Merit-Based Admissions,White,2,1,4,2,3
432,2024,Merit-Based Admissions,White,4,5,5,2,4
433,2024,Merit-Based Admissions,Hispanic,2,3,3,3,1
434,2024,Merit-Based Admissions,Hispanic,3,1,4,4,2
435,2024,Merit-Based Admissions,White,3,2,3,3,4
436,2024,Merit-Based Admissions,White,3,3,3,2,4
437,2024,Merit-Based Admissions,White,4,5,4,4,3
438,2024,Merit-Based Admissions,White,3,3,4,3,4
439,2024,Merit-Based Admissions,White,4,2,3,4,5
440,2024,Merit-Based Admissions,White,4,5,2,3,4
441,2024,Merit-Based Admissions,Asian,3,1,4,2,4
442,2024,Merit-Based Admissions,White,4,5,4,3,5
443,2024,Merit-Based Admissions,White,3,3,3,3,3
444,2024,Merit-Based Admissions,Asian,4,4,4,2,5
445,2024,Merit-Based Admissions,Asian,5,5,5,4,5
446,2024,Merit-Based Admissions,Hispanic,4,5,5,3,1
447,2024,Merit-Based Admissions,Asian,4,4,4,2,4
448,2024,Merit-Based Admissions,Asian,4,3,5,3,4
449,2024,Merit-Based Admissions,Asian,4,1,4,4,5
450,2024,Merit-Based Admissions,White,4,5,5,2,4
451,2024,Merit-Based Admissions,Asian,4,4,5,5,4
452,2024,Merit-Based Admissions,Asian,4,5,3,2,5
453,2024,Merit-Based Admissions,Asian,3,4,5,3,1
454,2024,Merit-Based Admissions,White,4,3,5,4,4
455,2024,Merit-Based Admissions,White,2,2,4,2,1
456,2024,Merit-Based Admissions,White,4,2,5,3,3
457,2024,Merit-Based Admissions,Asian,3,4,5,1,1
458,2024,Merit-Based Admissions,White,3,1,5,2,2
459,2024,Merit-Based Admissions,Asian,3,1,4,3,5
460,2024,Merit-Based Admissions,White,3,1,3,3,3
461,2024,Merit-Based Admissions,Asian,5,5,5,4,5
462,2024,Merit-Based Admissions,White,4,2,5,2,3
463,2024,Merit-Based Admissions,White,4,4,5,3,4
464,2024,Merit-Based Admissions,White,3,5,3,4,1
465,2024,Merit-Based Admissions,Asian,4,5,4,2,1
466,2024,Merit-Based Admissions,White,3,1,3,3,5
467,2024,Merit-Based Admissions,White,4,5,2,3,3
468,2024,Merit-Based Admissions,White,4,3,5,3,4
469,2024,Merit-Based Admissions,Asian,4,4,3,5,5
470,2024,Merit-Based Admissions,Asian,3,5,1,3,4
471,2024,Merit-Based Admissions,Asian,5,5,5,2,5
472,2024,Merit-Based Admissions,Other,5,5,5,3,4
473,2024,Merit-Based Admissions,Asian,4,4,5,3,4
474,2024,Merit-Based Admissions,White,4,5,4,2,4
475,2024,Merit-Based Admissions,Asian,4,5,3,3,4
